Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Predicted_Price
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12h 15m,1 stop,Null,7005,7346.0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,In-flight meal not included,12898,14534.0
Air India,15/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,19:15,15h 25m,1 stop,Null,9929,9000.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,Null,14714,13388.0
Air India,21/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,Null,6094,5992.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11h 20m,1 stop,Null,16736,17241.0
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,Null,7229,5881.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7h 40m,1 stop,Null,8882,9250.0
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,Null,10197,11618.0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → BLR,20:20,22:55,2h 35m,non-stop,Null,4804,4603.0
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,13:20,5h 50m,1 stop,Null,13628,12841.0
Vistara,27/05/2019,Delhi,Cochin,DEL → COK,14:40,17:50,3h 10m,non-stop,Null,6216,6452.0
Air India,21/05/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 22 May,25h 35m,1 stop,Null,7480,7821.0
Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,10:00,16:15,6h 15m,1 stop,Null,11936,9702.0
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,2h 15m,non-stop,Null,3859,3821.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,10:05 13 May,14h 5m,1 stop,In-flight meal not included,8586,10814.0
Vistara,01/03/2019,Banglore,New Delhi,BLR → DEL,21:10,00:05 02 Mar,2h 55m,non-stop,Null,21730,17410.0
IndiGo,1/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 02 Jun,8h 20m,1 stop,Null,6628,6571.0
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 02 May,19h 55m,2 stops,Null,10151,10749.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,14:25 22 May,21h 25m,1 stop,Null,11467,11554.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,Null,7010,6615.0
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,Null,7229,5922.0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,13:10,16:10,3h,non-stop,Null,8033,6903.0
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,Null,7229,5711.0
IndiGo,9/06/2019,Kolkata,Banglore,CCU → PNQ → BLR,21:00,02:15 10 Jun,5h 15m,1 stop,Null,6911,6831.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,19:00 28 Jun,23h,2 stops,Null,14300,13472.0
Air India,9/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,07:00,01:20 10 Jun,18h 20m,2 stops,Null,13033,12916.0
IndiGo,24/05/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,Null,3943,4037.0
SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,non-stop,Null,6205,6102.0
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,Null,14871,12648.0
Jet Airways,18/05/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,Null,5678,4215.0
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,Null,16108,14140.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,09:30 07 Mar,12h 55m,1 stop,Null,17261,17398.0
SpiceJet,12/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,Null,3311,3646.0
IndiGo,12/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,Null,4174,4592.0
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,16:55,19:45,2h 50m,non-stop,Null,4823,4700.0
Air India,09/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 13 Mar,15h 20m,1 stop,Null,8425,9584.0
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,Null,7229,5538.0
GoAir,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,Null,5281,6134.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 10 Mar,20h 25m,1 stop,Null,17549,14915.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,Null,13797,11269.0
IndiGo,12/04/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,2h 50m,non-stop,Null,4823,5415.0
Air India,3/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,09:35 04 Jun,15h 55m,1 stop,Null,7258,8018.0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:35 04 Mar,12h 45m,1 stop,Null,18192,16250.0
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → AMD → BLR,10:00,05:25 02 May,19h 25m,2 stops,Null,13899,14349.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,20:45,6h 40m,1 stop,In-flight meal not included,10844,11830.0
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 13 May,24h 10m,1 stop,Null,14151,12475.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 07 Mar,10h 20m,1 stop,Null,15147,13718.0
GoAir,15/06/2019,Banglore,Delhi,BLR → DEL,07:45,10:40,2h 55m,non-stop,Null,3898,4253.0
IndiGo,15/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,16:10,11h 5m,1 stop,Null,6818,6799.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,12:00 16 May,19h 30m,1 stop,Null,14781,11392.0
Air Asia,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,15:10,23:30,8h 20m,2 stops,Null,5192,5459.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,Null,14441,14464.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,21:05 25 May,24h 40m,1 stop,Null,14151,13555.0
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BBI → BLR,19:35,23:15,3h 40m,1 stop,Null,4226,4882.0
Air India,27/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 28 May,23h,2 stops,Null,13381,13603.0
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,04:55,19:00,14h 5m,1 stop,Null,10678,10117.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,Null,12242,9671.0
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4995,5210.0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 02 Jun,7h 30m,1 stop,In-flight meal not included,10262,12347.0
SpiceJet,15/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 16 Apr,2h 20m,non-stop,No check-in baggage included,3841,3812.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 10 May,16h,1 stop,In-flight meal not included,9663,10601.0
IndiGo,18/04/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,Null,5224,4676.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12h 10m,1 stop,Null,14533,11913.0
SpiceJet,24/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 25 May,1h 30m,non-stop,Null,2017,1982.0
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,In-flight meal not included,5769,7206.0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,18:50,8h 5m,1 stop,Null,11622,10528.0
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,Null,4823,4668.0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 19 Mar,21h 20m,1 stop,In-flight meal not included,7832,7512.0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,Null,9001,8504.0
IndiGo,27/06/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:30,1h 30m,non-stop,Null,2754,2948.0
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,Null,7229,5614.0
IndiGo,9/03/2019,Delhi,Cochin,DEL → TRV → COK,21:05,01:45 10 Mar,4h 40m,1 stop,Null,6937,6566.0
Air India,6/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,10:00,01:20 07 Jun,15h 20m,2 stops,Null,13033,13066.0
SpiceJet,3/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,Null,3625,3614.0
Jet Airways,27/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,19:00 28 Jun,21h 35m,2 stops,Null,13292,12145.0
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:15 13 Mar,25h 25m,2 stops,Null,12778,14649.0
SpiceJet,1/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841,3849.0
IndiGo,18/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,Null,2227,2452.0
SpiceJet,9/05/2019,Kolkata,Banglore,CCU → PNQ → BLR,08:35,17:15,8h 40m,1 stop,Null,6171,6901.0
Air India,12/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 13 May,19h 55m,2 stops,Null,10676,10266.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 25 Jun,17h 5m,2 stops,Null,13014,11669.0
IndiGo,18/03/2019,Mumbai,Hyderabad,BOM → HYD,02:30,04:00,1h 30m,non-stop,Null,2754,2990.0
Air India,27/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 28 Mar,14h 25m,2 stops,Null,8367,8513.0
Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 04 Apr,26h 10m,1 stop,In-flight meal not included,5177,5638.0
SpiceJet,18/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,Null,4174,4006.0
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,Null,9794,9910.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,Null,10486,9300.0
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,Null,15058,12139.0
IndiGo,27/04/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 28 Apr,2h 35m,non-stop,Null,4804,4582.0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:45 07 Mar,27h 45m,1 stop,Null,17024,16758.0
GoAir,12/05/2019,Kolkata,Banglore,CCU → AMD → BLR,16:40,00:15 13 May,7h 35m,1 stop,Null,8855,8280.0
Air India,9/06/2019,Delhi,Cochin,DEL → BOM → COK,21:00,07:40 10 Jun,10h 40m,1 stop,Null,8372,8436.0
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050,4988.0
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,Null,7229,5875.0
SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No check-in baggage included,2385,2335.0
GoAir,24/06/2019,Banglore,Delhi,BLR → DEL,11:40,14:30,2h 50m,non-stop,Null,3898,3820.0
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,Null,6860,6154.0
SpiceJet,27/05/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,Null,6749,6226.0
Air India,21/05/2019,Kolkata,Banglore,CCU → VNS → DEL → BLR,14:30,23:15,8h 45m,2 stops,Null,15107,14742.0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25 16 Jun,18h 45m,2 stops,In-flight meal not included,10368,11668.0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1 stop,In-flight meal not included,7832,7825.0
SpiceJet,27/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2385,2026.0
IndiGo,24/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,Null,4804,5023.0
Air India,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,19:15 22 Mar,26h 35m,2 stops,Null,8236,8468.0
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,Null,6416,7605.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7h 30m,1 stop,In-flight meal not included,10262,12480.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,19:00 10 Jun,20h 10m,1 stop,Null,14714,12311.0
SpiceJet,1/04/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,Null,7646,7205.0
Air India,1/06/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 02 Jun,12h 45m,1 stop,Null,7480,7653.0
Vistara,27/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,Null,11982,12018.0
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8h 40m,1 stop,Null,8309,8359.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,14515.0
Air India,1/04/2019,Kolkata,Banglore,CCU → HYD → BLR,19:00,09:50 02 Apr,14h 50m,1 stop,Null,4227,4581.0
Air India,21/03/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 22 Mar,19h 40m,2 stops,Null,9706,9006.0
SpiceJet,6/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,Null,2017,2095.0
IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,22:30,13h 55m,1 stop,Null,6442,6373.0
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,Null,8016,7096.0
IndiGo,1/04/2019,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5h 20m,1 stop,Null,5298,4831.0
Vistara,21/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,Null,4878,4839.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,04:25 25 Jun,14h 25m,1 stop,In-flight meal not included,10262,10761.0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → HYD → BLR,04:50,09:50,5h,1 stop,Null,4176,4942.0
IndiGo,15/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 16 Jun,14h 5m,1 stop,Null,5883,5974.0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,Null,12717,12532.0
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,Null,3850,3873.0
IndiGo,27/05/2019,Chennai,Kolkata,MAA → CCU,19:35,21:55,2h 20m,non-stop,Null,3597,4082.0
SpiceJet,9/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175,2091.0
Air Asia,12/04/2019,Banglore,Delhi,BLR → DEL,23:55,02:45 13 Apr,2h 50m,non-stop,Null,7080,5400.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,08:15 02 Apr,11h 5m,1 stop,In-flight meal not included,8849,10531.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,19:50,11h 25m,1 stop,In-flight meal not included,9899,11879.0
Vistara,15/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,Null,4878,4685.0
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,Null,7787,8656.0
SpiceJet,3/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,Null,3597,3666.0
GoAir,1/04/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:35,9h,1 stop,Null,5281,4935.0
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,18:50 16 May,22h 30m,1 stop,Null,9345,8762.0
IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,10h 35m,1 stop,Null,6442,6084.0
IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11h 45m,1 stop,Null,6838,6842.0
SpiceJet,3/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,Null,3597,3653.0
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,Null,3173,2309.0
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 04 Jun,7h 15m,1 stop,Null,13377,12121.0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 10 May,21h 35m,1 stop,In-flight meal not included,9314,12016.0
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → HYD → COK,13:15,22:20,9h 5m,1 stop,Null,9856,8416.0
Air India,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11h 15m,1 stop,Null,8372,9289.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,18:15 02 Apr,23h 20m,1 stop,In-flight meal not included,7064,8492.0
IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 02 May,2h 35m,non-stop,Null,4804,4815.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,In-flight meal not included,13029,14438.0
IndiGo,24/05/2019,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8h 10m,1 stop,Null,7640,6938.0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,Null,22270,28055.0
Air India,1/04/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,Null,4441,5042.0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 28 May,19h 25m,1 stop,In-flight meal not included,12898,12716.0
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,16:20 02 Apr,21h 25m,1 stop,In-flight meal not included,7064,9403.0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,In-flight meal not included,10844,12788.0
SpiceJet,9/06/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,Null,4174,4217.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,20:45 13 Jun,28h 15m,1 stop,In-flight meal not included,8529,10598.0
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 22 May,2h 50m,non-stop,Null,3625,3638.0
IndiGo,21/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,Null,3419,3772.0
IndiGo,24/05/2019,Chennai,Kolkata,MAA → CCU,05:15,07:40,2h 25m,non-stop,Null,3850,3723.0
Air India,24/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,16:50,13:45 25 May,20h 55m,2 stops,Null,12802,13021.0
SpiceJet,6/03/2019,Delhi,Cochin,DEL → MAA → COK,15:55,21:55,6h,1 stop,Null,9748,9231.0
IndiGo,3/06/2019,Delhi,Cochin,DEL → BOM → COK,17:10,01:30 04 Jun,8h 20m,1 stop,Null,6104,6153.0
IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,21:15,00:15 22 Jun,3h,non-stop,Null,3943,3966.0
IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,Null,7514,6664.0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,non-stop,Null,18308,12369.0
Air India,6/03/2019,Mumbai,Hyderabad,BOM → GOI → PNQ → HYD,21:10,16:55,4h 15m,2 stops,Null,17327,18481.0
Air India,27/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,13:05,07:40 28 Mar,18h 35m,2 stops,Null,8892,8853.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8h 40m,1 stop,Null,9794,9454.0
IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,Null,4423,3800.0
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 25 May,24h 45m,1 stop,In-flight meal not included,10844,11657.0
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:00 10 May,24h 45m,1 stop,Null,15554,13052.0
Vistara,1/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,Null,11982,11262.0
IndiGo,3/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1h 30m,non-stop,Null,4049,4049.0
IndiGo,24/03/2019,Kolkata,Banglore,CCU → BLR,14:20,16:55,2h 35m,non-stop,Null,5618,5476.0
Air India,27/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,20:15,19:15 28 Jun,23h,2 stops,Null,13591,12624.0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 28 May,15h 30m,1 stop,Null,9508,9271.0
SpiceJet,18/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,3492.0
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,Null,7229,6223.0
Vistara,18/06/2019,Banglore,Delhi,BLR → DEL,11:30,14:20,2h 50m,non-stop,Null,4668,4835.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 22 May,20h,1 stop,Null,14388,11117.0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 16 May,17h 5m,1 stop,In-flight meal not included,10844,11079.0
Air India,9/06/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 Jun,12h 45m,1 stop,Null,7690,7338.0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 22 May,24h 10m,1 stop,Null,13067,13101.0
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,2112.0
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,18:50 10 Mar,26h 50m,1 stop,Null,16289,14551.0
Air India,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,08:55 13 May,12h 25m,1 stop,Null,10203,10138.0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,Null,15149,12689.0
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:25,6h 25m,1 stop,Null,9345,9413.0
SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,Null,2017,2159.0
Vistara,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,23:25,16h 15m,1 stop,Null,9345,8936.0
Air India,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,14:35,15:20 07 May,24h 45m,1 stop,Null,6528,6852.0
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,13:20,6h 20m,1 stop,Null,15603,16233.0
SpiceJet,27/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,Null,5583,5843.0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 10 Jun,27h,1 stop,In-flight meal not included,10577,11601.0
Air India,15/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 16 May,19h 40m,2 stops,Null,10651,10591.0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,04:40 13 Jun,14h 35m,1 stop,In-flight meal not included,7594,10285.0
Air Asia,1/05/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,10:30,3h 40m,1 stop,Null,6857,5734.0
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,Null,4423,4744.0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BHO → BOM → COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344,14225.0
SpiceJet,27/04/2019,Banglore,Delhi,BLR → DEL,21:10,00:05 28 Apr,2h 55m,non-stop,Null,3971,3903.0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,Null,18371,12342.0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,04:25 29 Mar,33h 15m,2 stops,In-flight meal not included,6643,8105.0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,Null,15077,18363.0
Air India,1/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,Null,6121,6118.0
SpiceJet,3/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,Null,5755,6476.0
Air India,9/04/2019,Delhi,Cochin,DEL → MAA → COK,20:40,09:25 10 Apr,12h 45m,1 stop,Null,4487,5533.0
SpiceJet,21/05/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158,5288.0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 02 May,8h 40m,1 stop,In-flight meal not included,8586,11683.0
